"Statistic Label","CensusYear","Age Group","Principal Economic Status","Sex","Detailed Marital Status","UNIT","VALUE"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Male","Registered same-sex civil partnership","Number","1"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Male","Married (first marriage)","Number","83"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Male","Re-married","Number","0"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Male","Separated","Number","11"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Male","Divorced","Number","4"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Male","Widowed","Number","4"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Female","All marital status","Number","3723"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Female","Single","Number","3638"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Female","Registered same-sex civil partnership","Number","6"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Female","Married (first marriage)","Number","59"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Female","Re-married","Number","1"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Female","Separated","Number","16"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Female","Divorced","Number","1"
"Population Aged 15 Years and Over","2022","15 - 24 years","Unable to work due to permanent sickness or disability","Female","Widowed","Number","2"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Both sexes","All marital status","Number","3451"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Both sexes","Single","Number","3340"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Both sexes","Registered same-sex civil partnership","Number","5"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Both sexes","Married (first marriage)","Number","91"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Both sexes","Re-married","Number","2"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Both sexes","Separated","Number","10"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Both sexes","Divorced","Number","2"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Both sexes","Widowed","Number","1"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Male","All marital status","Number","1838"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Male","Single","Number","1801"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Male","Registered same-sex civil partnership","Number","2"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Male","Married (first marriage)","Number","32"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Male","Re-married","Number","0"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Male","Separated","Number","3"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Male","Divorced","Number","0"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Male","Widowed","Number","0"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Female","All marital status","Number","1613"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Female","Single","Number","1539"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Female","Registered same-sex civil partnership","Number","3"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Female","Married (first marriage)","Number","59"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Female","Re-married","Number","2"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Female","Separated","Number","7"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Female","Divorced","Number","2"
"Population Aged 15 Years and Over","2022","15 - 24 years","Others not in labour force","Female","Widowed","Number","1"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Both sexes","All marital status","Number","628031"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Both sexes","Single","Number","473869"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Both sexes","Registered same-sex civil partnership","Number","667"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Both sexes","Married (first marriage)","Number","142415"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Both sexes","Re-married","Number","1434"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Both sexes","Separated","Number","4830"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Both sexes","Divorced","Number","3877"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Both sexes","Widowed","Number","939"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Male","All marital status","Number","307915"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Male","Single","Number","243341"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Male","Registered same-sex civil partnership","Number","395"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Male","Married (first marriage)","Number","59977"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Male","Re-married","Number","558"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Male","Separated","Number","1818"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Male","Divorced","Number","1471"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Male","Widowed","Number","355"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Female","All marital status","Number","320116"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Female","Single","Number","230528"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Female","Registered same-sex civil partnership","Number","272"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Female","Married (first marriage)","Number","82438"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Female","Re-married","Number","876"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Female","Separated","Number","3012"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Female","Divorced","Number","2406"
"Population Aged 15 Years and Over","2022","25 - 34 years","All persons aged 15 years and over","Female","Widowed","Number","584"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Both sexes","All marital status","Number","497618"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Both sexes","Single","Number","377364"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Both sexes","Registered same-sex civil partnership","Number","519"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Both sexes","Married (first marriage)","Number","112233"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Both sexes","Re-married","Number","940"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Both sexes","Separated","Number","3143"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Both sexes","Divorced","Number","2843"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Both sexes","Widowed","Number","576"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Male","All marital status","Number","254364"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Male","Single","Number","197869"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Male","Registered same-sex civil partnership","Number","329"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Male","Married (first marriage)","Number","52883"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Male","Re-married","Number","458"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Male","Separated","Number","1381"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Male","Divorced","Number","1194"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Male","Widowed","Number","250"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Female","All marital status","Number","243254"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Female","Single","Number","179495"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Female","Registered same-sex civil partnership","Number","190"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Female","Married (first marriage)","Number","59350"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Female","Re-married","Number","482"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Female","Separated","Number","1762"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Female","Divorced","Number","1649"
"Population Aged 15 Years and Over","2022","25 - 34 years","Persons at work","Female","Widowed","Number","326"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Both sexes","All marital status","Number","9116"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Both sexes","Single","Number","6534"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Both sexes","Registered same-sex civil partnership","Number","15"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Both sexes","Married (first marriage)","Number","2352"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Both sexes","Re-married","Number","38"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Both sexes","Separated","Number","90"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Both sexes","Divorced","Number","73"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Both sexes","Widowed","Number","14"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Male","All marital status","Number","4998"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Male","Single","Number","4048"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Male","Registered same-sex civil partnership","Number","7"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Male","Married (first marriage)","Number","866"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Male","Re-married","Number","17"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Male","Separated","Number","37"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Male","Divorced","Number","20"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Male","Widowed","Number","3"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Female","All marital status","Number","4118"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Female","Single","Number","2486"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Female","Registered same-sex civil partnership","Number","8"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Female","Married (first marriage)","Number","1486"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Female","Re-married","Number","21"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Female","Separated","Number","53"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Female","Divorced","Number","53"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed looking for first regular job","Female","Widowed","Number","11"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Both sexes","All marital status","Number","39785"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Both sexes","Single","Number","31489"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Both sexes","Registered same-sex civil partnership","Number","43"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Both sexes","Married (first marriage)","Number","7212"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Both sexes","Re-married","Number","124"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Both sexes","Separated","Number","498"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Both sexes","Divorced","Number","339"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Both sexes","Widowed","Number","80"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Male","All marital status","Number","21562"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Male","Single","Number","18201"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Male","Registered same-sex civil partnership","Number","22"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Male","Married (first marriage)","Number","2939"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Male","Re-married","Number","41"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Male","Separated","Number","209"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Male","Divorced","Number","121"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Male","Widowed","Number","29"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Female","All marital status","Number","18223"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Female","Single","Number","13288"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Female","Registered same-sex civil partnership","Number","21"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Female","Married (first marriage)","Number","4273"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Female","Re-married","Number","83"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Female","Separated","Number","289"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Female","Divorced","Number","218"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unemployed having lost or given up previous job","Female","Widowed","Number","51"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Both sexes","All marital status","Number","28549"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Both sexes","Single","Number","25058"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Both sexes","Registered same-sex civil partnership","Number","27"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Both sexes","Married (first marriage)","Number","3045"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Both sexes","Re-married","Number","41"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Both sexes","Separated","Number","175"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Both sexes","Divorced","Number","174"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Both sexes","Widowed","Number","29"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Male","All marital status","Number","13169"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Male","Single","Number","11958"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Male","Registered same-sex civil partnership","Number","15"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Male","Married (first marriage)","Number","1069"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Male","Re-married","Number","17"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Male","Separated","Number","51"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Male","Divorced","Number","50"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Male","Widowed","Number","9"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Female","All marital status","Number","15380"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Female","Single","Number","13100"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Female","Registered same-sex civil partnership","Number","12"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Female","Married (first marriage)","Number","1976"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Female","Re-married","Number","24"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Female","Separated","Number","124"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Female","Divorced","Number","124"
"Population Aged 15 Years and Over","2022","25 - 34 years","Student or pupil","Female","Widowed","Number","20"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Both sexes","All marital status","Number","32161"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Both sexes","Single","Number","16530"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Both sexes","Registered same-sex civil partnership","Number","26"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Both sexes","Married (first marriage)","Number","14342"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Both sexes","Re-married","Number","237"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Both sexes","Separated","Number","653"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Both sexes","Divorced","Number","266"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Both sexes","Widowed","Number","107"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Male","All marital status","Number","2837"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Male","Single","Number","1752"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Male","Registered same-sex civil partnership","Number","4"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Male","Married (first marriage)","Number","1001"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Male","Re-married","Number","10"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Male","Separated","Number","38"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Male","Divorced","Number","20"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Male","Widowed","Number","12"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Female","All marital status","Number","29324"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Female","Single","Number","14778"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Female","Registered same-sex civil partnership","Number","22"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Female","Married (first marriage)","Number","13341"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Female","Re-married","Number","227"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Female","Separated","Number","615"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Female","Divorced","Number","246"
"Population Aged 15 Years and Over","2022","25 - 34 years","Looking after home/family","Female","Widowed","Number","95"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Both sexes","All marital status","Number","710"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Both sexes","Single","Number","409"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Both sexes","Registered same-sex civil partnership","Number","1"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Both sexes","Married (first marriage)","Number","207"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Both sexes","Re-married","Number","3"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Both sexes","Separated","Number","10"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Both sexes","Divorced","Number","21"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Both sexes","Widowed","Number","59"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Male","All marital status","Number","312"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Male","Single","Number","189"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Male","Registered same-sex civil partnership","Number","1"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Male","Married (first marriage)","Number","83"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Male","Re-married","Number","1"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Male","Separated","Number","5"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Male","Divorced","Number","9"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Male","Widowed","Number","24"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Female","All marital status","Number","398"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Female","Single","Number","220"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Female","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Female","Married (first marriage)","Number","124"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Female","Re-married","Number","2"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Female","Separated","Number","5"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Female","Divorced","Number","12"
"Population Aged 15 Years and Over","2022","25 - 34 years","Retired","Female","Widowed","Number","35"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Both sexes","All marital status","Number","16086"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Both sexes","Single","Number","13701"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Both sexes","Registered same-sex civil partnership","Number","21"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Both sexes","Married (first marriage)","Number","1985"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Both sexes","Re-married","Number","30"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Both sexes","Separated","Number","192"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Both sexes","Divorced","Number","105"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Both sexes","Widowed","Number","52"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Male","All marital status","Number","8821"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Male","Single","Number","7850"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Male","Registered same-sex civil partnership","Number","10"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Male","Married (first marriage)","Number","820"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Male","Re-married","Number","11"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Male","Separated","Number","69"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Male","Divorced","Number","43"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Male","Widowed","Number","18"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Female","All marital status","Number","7265"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Female","Single","Number","5851"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Female","Registered same-sex civil partnership","Number","11"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Female","Married (first marriage)","Number","1165"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Female","Re-married","Number","19"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Female","Separated","Number","123"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Female","Divorced","Number","62"
"Population Aged 15 Years and Over","2022","25 - 34 years","Unable to work due to permanent sickness or disability","Female","Widowed","Number","34"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Both sexes","All marital status","Number","4006"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Both sexes","Single","Number","2784"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Both sexes","Registered same-sex civil partnership","Number","15"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Both sexes","Married (first marriage)","Number","1039"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Both sexes","Re-married","Number","21"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Both sexes","Separated","Number","69"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Both sexes","Divorced","Number","56"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Both sexes","Widowed","Number","22"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Male","All marital status","Number","1852"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Male","Single","Number","1474"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Male","Registered same-sex civil partnership","Number","7"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Male","Married (first marriage)","Number","316"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Male","Re-married","Number","3"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Male","Separated","Number","28"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Male","Divorced","Number","14"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Male","Widowed","Number","10"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Female","All marital status","Number","2154"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Female","Single","Number","1310"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Female","Registered same-sex civil partnership","Number","8"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Female","Married (first marriage)","Number","723"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Female","Re-married","Number","18"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Female","Separated","Number","41"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Female","Divorced","Number","42"
"Population Aged 15 Years and Over","2022","25 - 34 years","Others not in labour force","Female","Widowed","Number","12"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Both sexes","All marital status","Number","794393"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Both sexes","Single","Number","292470"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Both sexes","Registered same-sex civil partnership","Number","972"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Both sexes","Married (first marriage)","Number","448035"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Both sexes","Re-married","Number","9141"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Both sexes","Separated","Number","20953"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Both sexes","Divorced","Number","19727"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Both sexes","Widowed","Number","3095"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Male","All marital status","Number","383773"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Male","Single","Number","149965"
